Model,Persona_0,Persona_1,Persona_2,Persona_3,Persona_4,Persona_5,Persona_6,Persona_7,Persona_8,Persona_9,Persona_10,Persona_11,Persona_12,Persona_13,Persona_14,Persona_15,Persona_16,Persona_17,Persona_18,Persona_19,Persona_20,Persona_21,Persona_22,Persona_23,Persona_24,Persona_25,Persona_26,Persona_27,Persona_28,Persona_29,Persona_30,Persona_31,Persona_32,Persona_33,Persona_34,Persona_35,Persona_36,Persona_37,Persona_38,Persona_39,Persona_40,Persona_41,Persona_42,Persona_43,Persona_44,Persona_45,Persona_46,Persona_47,Persona_48,Persona_49
gpt-5-nano-none,0.423030,0.480000,0.455960,0.539394,0.452727,0.459394,0.404848,0.367677,0.465859,0.510303,0.481818,0.450101,0.482020,0.430303,0.416970,0.465051,0.468889,0.464848,0.437778,0.532929,0.452323,0.464040,0.457374,0.452323,0.523434,0.516768,0.448687,0.521010,0.520000,0.403434,0.205455,0.498586,0.554949,0.470909,0.465051,0.489293,0.491313,0.494141,0.457980,0.450101,0.531717,0.447677,0.474747,0.461818,0.493535,0.461010,0.430909,0.446667,0.528687,0.471919
gpt-5-nano-low,0.516566,0.436768,0.472525,0.502222,0.464040,0.390303,0.438788,0.505657,0.447677,0.524242,0.440404,0.444848,0.411313,0.386667,0.511313,0.486263,0.471313,0.407475,0.490101,0.485859,0.475354,0.454747,0.466465,0.498182,0.541818,0.479798,0.433535,0.534949,0.477980,0.568283,0.217576,0.539798,0.425657,0.520000,0.488485,0.495758,0.453535,0.503636,0.490101,0.443838,0.581212,0.447273,0.414545,0.551313,0.587677,0.435960,0.484040,0.487273,0.539394,0.516768
gpt-5-mini-none,0.451919,0.428081,0.485859,0.490909,0.592727,0.448081,0.480000,0.314343,0.456566,0.446061,0.534545,0.508283,0.444444,0.490707,0.522626,0.379798,0.460606,0.463434,0.387475,0.430505,0.428485,0.492727,0.182828,0.506667,0.443434,0.450303,0.447273,0.491919,0.381212,0.437576,0.193939,0.531515,0.503838,0.468081,0.406061,0.520202,0.420606,0.465051,0.479394,0.441212,0.513737,0.507677,0.435152,0.460404,0.239596,0.433535,0.463030,0.439394,0.355354,0.202020
gpt-5-mini-low,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gpt-5.2-none,0.492323,0.476970,0.467677,0.510101,0.474545,0.505657,0.461818,0.461414,0.503434,0.541010,0.483030,0.570505,0.477576,0.525657,0.507879,0.489899,0.565657,0.472323,0.490303,0.422424,0.488687,0.444646,0.169293,0.519596,0.558384,0.540606,0.566869,0.512929,0.438788,0.408283,0.229495,0.510101,0.511313,0.416162,0.585051,0.506667,0.512929,0.481414,0.521010,0.538788,0.547273,0.455354,0.488687,0.610101,0.192323,0.505051,0.541616,0.461818,0.431515,0.209293
