Model,Persona_0,Persona_1,Persona_2,Persona_3,Persona_4,Persona_5,Persona_6,Persona_7,Persona_8,Persona_9,Persona_10,Persona_11,Persona_12,Persona_13,Persona_14,Persona_15,Persona_16,Persona_17,Persona_18,Persona_19,Persona_20,Persona_21,Persona_22,Persona_23,Persona_24,Persona_25,Persona_26,Persona_27,Persona_28,Persona_29,Persona_30,Persona_31,Persona_32,Persona_33,Persona_34,Persona_35,Persona_36,Persona_37,Persona_38,Persona_39,Persona_40,Persona_41,Persona_42,Persona_43,Persona_44,Persona_45,Persona_46,Persona_47,Persona_48,Persona_49
gpt-5-nano-none,-0.029899,0.076364,0.007677,0.068283,0.079596,0.055354,0.206465,-0.053333,0.160404,0.014545,0.172929,-0.006869,0.183838,0.006869,-0.064646,-0.041212,0.090101,0.061818,0.168889,0.023434,0.170909,-0.029495,0.122020,-0.092929,0.056566,0.016162,0.170505,0.063838,0.212121,0.014949,0.665455,0.001212,-0.009293,0.032323,0.149899,0.069091,0.105051,-0.004040,0.024242,0.314343,-0.074343,0.088485,0.102222,0.102626,0.091717,0.132929,-0.008081,0.016162,0.027475,-0.035960
gpt-5-nano-low,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
gpt-5-mini-none,-0.022222,-0.064646,0.118384,0.017374,0.172121,0.017374,0.100606,0.143030,0.103838,-0.025051,0.075556,0.081212,0.051313,0.056566,-0.002020,0.143838,0.123636,0.167273,0.075556,0.152323,0.062626,0.175758,0.053737,-0.058586,0.045253,0.053737,0.020606,0.005657,0.019394,-0.284444,0.599596,-0.029899,0.047677,-0.107475,0.078788,0.032323,0.260202,0.172929,-0.024242,-0.033939,-0.006061,0.141414,0.023838,0.083636,-0.123636,0.044040,0.046465,0.059798,-0.046869,0.135354
gpt-5-mini-low,-0.033131,0.126465,0.054949,-0.004444,0.071919,0.219394,0.122424,-0.011313,0.104646,-0.048485,0.119192,0.110303,0.177374,0.226667,-0.022626,0.027475,0.057374,0.185051,0.019798,0.028283,0.049293,0.090505,0.067071,0.003636,-0.083636,0.040404,0.132929,-0.069899,0.044040,-0.136566,0.564848,-0.079596,0.148687,-0.040000,0.023030,0.008485,0.092929,-0.007273,0.019798,0.112323,-0.162424,0.105455,0.170909,-0.102626,-0.175354,0.128081,0.031919,0.025455,-0.078788,-0.033535
gpt-5.2-none,0.042424,-0.109899,-0.097374,-0.082424,0.090101,-0.105859,0.042424,-0.088081,-0.031111,0.004040,-0.140606,-0.018990,0.141010,-0.124848,-0.182626,0.125657,-0.088889,-0.035556,0.084040,0.082020,0.015758,0.085253,0.015354,0.144242,-0.019798,-0.193131,-0.225051,-0.096970,-0.047273,-0.347879,0.589899,-0.063838,-0.019798,0.036768,-0.052121,0.073939,-0.042424,-0.035152,0.026667,0.074747,-0.010909,-0.050505,0.117172,0.161616,-0.079192,-0.044848,-0.126061,0.106263,-0.062626,0.114343
